gen_id,gen_adi,WT_1,WT_2,WT_3,KO_1,KO_2,KO_3
ENSMUSG00000120794.1,Gm57363,0,0,0,0,0,0
ENSMUSG00000120795.1,Gm56990,0,0,1,0,0,0
ENSMUSG00000120796.1,Gm57049,7,2,16,6,9,1
ENSMUSG00000120797.1,Gm10858,0,0,0,0,0,0
ENSMUSG00000120798.1,Bmncr,0,0,0,0,0,0
ENSMUSG00000120799.1,Gm56709,0,0,0,0,0,1
ENSMUSG00000120800.1,Gm56579,1,0,4,0,0,1
ENSMUSG00000120801.1,Gm57104,19,15,60,6,15,6
ENSMUSG00000120802.1,Gm57028,3,1,4,3,1,1
ENSMUSG00000120803.1,A130023E24Rik,0,0,1,0,0,0
ENSMUSG00000120804.1,Gm56993,0,2,0,1,1,3
ENSMUSG00000120805.1,Gm35137,0,0,1,0,1,1
ENSMUSG00000120806.1,Gm57029,0,0,0,0,1,0
ENSMUSG00000120807.1,Gm36629,0,0,2,0,0,1
ENSMUSG00000120808.1,Gm57030,4,2,3,6,2,0
ENSMUSG00000120809.1,Gm57031,1,0,2,0,0,0
ENSMUSG00000120810.1,Gm30713,0,0,0,0,0,0
ENSMUSG00000120811.1,Gm56580,0,0,0,2,2,1
ENSMUSG00000120812.1,Gm30875,0,0,1,0,0,0
ENSMUSG00000120813.1,Gm57105,0,0,1,0,2,0
ENSMUSG00000120814.1,Gm56660,3,22,11,7,7,8
ENSMUSG00000120815.1,Gm57043,0,0,0,0,0,0
ENSMUSG00000120816.1,Gm56661,0,0,0,0,0,0
ENSMUSG00000120817.1,Gm56710,1,0,0,0,0,0
ENSMUSG00000120818.1,Gm56764,0,1,0,0,0,1
ENSMUSG00000120819.1,Gm57032,7,17,33,15,15,19
ENSMUSG00000120820.1,1700031C06Rik,0,0,0,0,0,0
ENSMUSG00000120821.1,Gm56539,0,0,0,0,0,0
ENSMUSG00000120822.1,Gm56939,0,0,0,0,0,0
ENSMUSG00000120823.1,Gm57106,2,1,9,3,2,3
ENSMUSG00000120824.1,Gm46851,0,0,0,1,0,0
ENSMUSG00000120825.1,Gm57215,0,0,2,0,0,0
ENSMUSG00000120826.1,Gm57409,14,4,28,18,28,14
ENSMUSG00000120827.1,Gm52829,0,0,0,0,0,0
ENSMUSG00000120828.1,Gm57033,3,2,5,0,0,1
ENSMUSG00000120829.1,Gm57134,0,0,0,0,0,0
ENSMUSG00000120830.1,Gm56801,3,3,11,6,7,0
ENSMUSG00000120831.1,Gm32793,0,0,0,0,0,0
ENSMUSG00000120832.1,Gm57135,0,0,4,0,1,1
ENSMUSG00000120833.1,Gm56540,4,14,32,6,10,4
ENSMUSG00000120834.1,Gm36012,0,0,0,0,0,0
ENSMUSG00000120835.1,Gm56541,0,0,0,0,0,1
ENSMUSG00000120836.1,Gm56687,5,3,10,20,12,8
ENSMUSG00000120837.1,Gm57245,4,2,6,10,9,7
ENSMUSG00000120838.1,Gm54095,0,0,0,0,0,0
ENSMUSG00000120839.1,Gm56994,7,3,7,7,1,9
ENSMUSG00000120840.1,Gm57062,2,2,1,0,0,1
ENSMUSG00000120841.1,Gm56542,0,0,1,0,0,0
ENSMUSG00000120842.1,Gm57136,4,7,55,8,13,10
ENSMUSG00000120843.1,Gm57364,1,1,0,0,0,0
ENSMUSG00000120844.1,B930046K06Rik,8,5,22,20,23,18
ENSMUSG00000120845.1,Gm56940,0,0,0,2,0,3
ENSMUSG00000120846.1,Gm57298,3,2,2,0,0,0
ENSMUSG00000120847.1,Gm56991,2,1,14,5,15,0
ENSMUSG00000120848.1,Gm57035,2,2,2,1,3,5
ENSMUSG00000120849.1,Gm56768,1,7,9,4,10,2
ENSMUSG00000120850.1,Gm56765,107,117,185,53,96,59
ENSMUSG00000120851.1,Gm57366,2,0,1,2,2,1
ENSMUSG00000120852.1,Gm57319,6,7,4,2,5,3
ENSMUSG00000120853.1,Gm57216,0,0,0,0,0,0
ENSMUSG00000120854.1,1700024P12Rik,1,0,7,3,2,2
ENSMUSG00000120855.1,Gm57365,1,0,3,1,1,0
ENSMUSG00000120856.1,Gm57039,1,0,8,9,4,0
ENSMUSG00000120857.1,Gm56797,0,0,1,0,1,0
ENSMUSG00000120858.1,Gm56992,0,0,0,0,0,1
ENSMUSG00000120859.1,Gm57434,0,0,1,0,0,0
ENSMUSG00000120860.1,Gm56662,0,0,0,0,0,0
ENSMUSG00000120861.1,Gm56798,3,2,6,1,1,0
ENSMUSG00000120862.1,Gm57299,1,0,1,1,1,0
ENSMUSG00000120863.1,Gm56582,47,35,93,88,99,94
ENSMUSG00000120864.1,Gm57435,1,0,2,1,3,0
ENSMUSG00000120865.1,Gm56684,0,0,0,0,0,0
ENSMUSG00000120866.1,Gm57368,0,0,0,0,0,0
ENSMUSG00000120867.1,Gm57369,0,0,1,0,1,0
ENSMUSG00000120868.1,Gm56800,0,0,0,0,0,0
ENSMUSG00000120869.1,Gm56560,3,9,4,6,7,6
ENSMUSG00000120870.1,Gm57227,4,11,6,3,3,15
ENSMUSG00000120871.1,Gm56583,39,55,148,8,8,119
ENSMUSG00000120872.1,Gm57217,7,8,11,10,14,6
ENSMUSG00000120873.1,3300002P09Rik,30,31,69,23,41,32
ENSMUSG00000120874.1,Gm57139,0,0,0,1,0,1
ENSMUSG00000120875.1,A830021M18Rik,1,3,4,1,1,1
ENSMUSG00000120876.1,Gm56941,0,1,1,1,2,3
ENSMUSG00000120877.1,5033425G24Rik,6,0,8,3,1,7
ENSMUSG00000120878.1,Gm56663,67,115,242,113,128,137
ENSMUSG00000120879.1,Gm56766,1,0,0,0,2,4
ENSMUSG00000120880.1,1700029K24Rik,2,2,11,6,12,3
ENSMUSG00000120881.1,Gm56664,9,1,45,0,0,2
ENSMUSG00000120882.1,Gm57477,226,381,166,111,137,210
ENSMUSG00000120883.1,Gm56552,15,13,49,38,61,34
ENSMUSG00000120884.1,Gm57140,0,0,1,2,2,0
ENSMUSG00000120885.1,Gm57243,1,2,0,3,0,0
ENSMUSG00000120886.1,Gm56584,53,28,118,25,47,19
ENSMUSG00000120887.1,Gm57115,1,2,4,2,1,2
ENSMUSG00000120888.1,Gm11538,0,0,0,0,1,0
ENSMUSG00000120889.1,Gm57371,0,0,0,2,2,5
ENSMUSG00000120890.1,Gm56665,0,0,0,0,0,0
ENSMUSG00000120891.1,Gm56666,0,0,1,0,0,0
ENSMUSG00000120892.1,Gm56995,0,0,0,0,0,0
ENSMUSG00000120893.1,Gm56543,7,10,5,4,5,4
ENSMUSG00000120894.1,Gm57246,0,0,6,0,0,0
ENSMUSG00000120895.1,Gm41178,0,0,0,0,0,0
ENSMUSG00000120896.1,Gm57238,6,4,15,1,11,10
ENSMUSG00000120897.1,Gm57300,0,0,0,0,0,0
ENSMUSG00000120898.1,Gm56544,0,0,0,0,1,0
ENSMUSG00000120899.1,Gm56617,9,1,26,2,2,5
ENSMUSG00000120900.1,Gm56667,15,21,12,32,14,24
ENSMUSG00000120901.1,Gm56668,0,1,0,0,0,0
ENSMUSG00000120902.1,Gm57440,0,0,1,0,0,0
ENSMUSG00000120903.1,Gm57143,1,0,0,0,1,2
ENSMUSG00000120904.1,Gm56805,0,0,0,0,0,0
ENSMUSG00000120905.1,Gm56623,0,0,23,10,5,5
ENSMUSG00000120906.1,Gm57036,3,3,5,5,4,2
ENSMUSG00000120907.1,2700016F22Rik,4,3,4,4,6,0
ENSMUSG00000120908.1,Gm39283,0,0,0,0,0,0
ENSMUSG00000120909.1,Gm39529,1,2,15,30,49,36
ENSMUSG00000120910.1,Gm57158,1,2,9,4,7,5
ENSMUSG00000120911.1,Gm56996,0,0,0,0,0,1
ENSMUSG00000120912.1,Gm52147,1,2,11,3,9,3
ENSMUSG00000120913.1,C330020E22Rik,0,0,3,0,0,1
ENSMUSG00000120914.1,Gm56767,0,3,2,0,0,1
ENSMUSG00000120915.1,Gm57306,4,2,7,1,9,3
ENSMUSG00000120916.1,Gm57037,0,1,0,0,0,0
ENSMUSG00000120917.1,Gm56806,0,1,2,0,2,0
ENSMUSG00000120918.1,Gm57436,0,0,0,0,0,0
ENSMUSG00000120919.1,Gm56952,2,2,0,0,1,1
ENSMUSG00000120920.1,Gm56812,17,7,75,28,37,14
ENSMUSG00000120921.1,Gm57145,0,0,0,0,0,0
ENSMUSG00000120922.1,Gm56895,0,0,0,1,0,0
ENSMUSG00000120923.1,Gm56736,1,0,1,0,1,2
ENSMUSG00000120924.1,Gm56585,0,0,0,0,0,1
ENSMUSG00000120925.1,Gm56896,0,0,0,0,0,0
ENSMUSG00000120926.1,Gm57038,1,5,17,21,17,34
ENSMUSG00000120927.1,Gm30716,0,1,6,0,3,0
ENSMUSG00000120928.1,Gm57147,9,10,24,3,13,13
ENSMUSG00000120929.1,Gm56685,0,0,0,0,0,0
ENSMUSG00000120930.1,Gm56586,4,2,4,8,6,1
ENSMUSG00000120931.1,Gm38632,0,0,0,0,0,0
ENSMUSG00000120932.1,Gm56669,51,68,73,56,71,83
ENSMUSG00000120933.1,Gm57185,10,17,28,8,22,6
ENSMUSG00000120934.1,Gm56898,0,2,1,1,0,4
ENSMUSG00000120935.1,Gm56998,7,11,14,7,7,1
ENSMUSG00000120936.1,9930105H17Rik,2,0,10,7,0,6
ENSMUSG00000120937.1,Gm30509,1,0,1,0,0,0
ENSMUSG00000120938.1,Gm56853,0,0,3,0,0,1
ENSMUSG00000120939.1,Gm57044,2,1,3,1,8,4
ENSMUSG00000120940.1,Gm57123,0,0,0,0,0,0
ENSMUSG00000120941.1,Gm56808,0,0,2,0,0,0
ENSMUSG00000120942.1,Gm57375,0,0,0,0,0,0
ENSMUSG00000120943.1,Gm57054,8,0,9,0,0,0
ENSMUSG00000120944.1,Gm56854,1,0,5,1,1,1
ENSMUSG00000120945.1,Gm56809,79,28,272,51,74,74
ENSMUSG00000120946.1,Gm57040,0,0,1,0,2,0
ENSMUSG00000120947.1,Gm56627,0,0,0,0,0,0
ENSMUSG00000120948.1,Gm57152,4,13,18,8,18,10
ENSMUSG00000120949.1,Gm56545,0,0,0,0,0,0
ENSMUSG00000120950.1,Gm57241,23,16,35,26,33,25
ENSMUSG00000120951.1,Gm46878,0,0,7,0,2,2
ENSMUSG00000120952.1,2010002M09Rik,2,0,8,4,3,1
ENSMUSG00000120953.1,Gm36185,0,1,4,0,0,2
ENSMUSG00000120954.1,Gm56716,11,3,22,5,21,7
ENSMUSG00000120955.1,Gm57041,0,0,0,0,0,0
ENSMUSG00000120956.1,Gm57377,0,0,0,0,0,0
ENSMUSG00000120957.1,Gm57439,2,2,3,14,22,12
ENSMUSG00000120958.1,Gm57003,0,2,6,1,2,2
ENSMUSG00000120959.1,Gm57004,7,0,6,15,10,11
ENSMUSG00000120960.1,Gm56967,0,0,1,0,0,0
ENSMUSG00000120961.1,Gm56624,0,0,3,5,3,3
ENSMUSG00000120962.1,Gm56625,0,0,1,1,0,0
ENSMUSG00000120963.1,Gm53207,0,0,3,0,0,1
ENSMUSG00000120964.1,Gm57452,0,0,0,2,0,0
ENSMUSG00000120965.1,Gm57005,0,2,0,6,1,3
ENSMUSG00000120966.1,Gm57380,0,0,0,0,0,0
ENSMUSG00000120967.1,Gm56855,0,0,0,0,0,1
ENSMUSG00000120968.1,Gm57125,2,0,2,0,1,0
ENSMUSG00000120969.1,Gm56813,2,0,6,2,2,2
ENSMUSG00000120970.1,Gm56877,3,5,9,9,9,5
ENSMUSG00000120971.1,Gm57218,6,8,25,11,28,18
ENSMUSG00000120972.1,Gm56856,74,60,210,11,16,6
ENSMUSG00000120973.1,Gm56899,3,0,19,11,15,9
ENSMUSG00000120974.1,Gm56587,3,2,4,3,3,1
ENSMUSG00000120975.1,Gm56589,6,15,25,12,12,9
ENSMUSG00000120976.1,Gm56971,0,0,0,1,0,0
ENSMUSG00000120977.1,Gm32164,3,1,5,0,2,2
ENSMUSG00000120978.1,Gm56588,3,1,6,2,2,2
ENSMUSG00000120979.1,Gm56718,0,0,1,0,1,0
ENSMUSG00000120980.1,Gm57042,6,10,20,9,8,5
ENSMUSG00000120981.1,Gm56590,4,2,7,9,6,12
ENSMUSG00000120982.1,Gm56670,30,18,56,11,28,11
ENSMUSG00000120983.1,Gm57006,1,1,1,0,0,0
ENSMUSG00000120984.1,Gm57383,1,6,15,7,12,7
ENSMUSG00000120985.1,Gm57235,5,2,10,2,5,3
ENSMUSG00000120986.1,Gm56873,7,7,18,9,6,7
ENSMUSG00000120987.1,Gm33044,3,0,4,3,4,7
ENSMUSG00000120988.1,Gm56547,36,18,62,3,6,1
ENSMUSG00000120989.1,Gm56628,0,0,0,0,0,0
ENSMUSG00000120990.1,Gm52698,0,0,0,0,0,0
ENSMUSG00000120991.1,Gm57126,82,46,236,0,0,0
ENSMUSG00000120992.1,D17H6S56E-5,5064,4273,14626,7902,11043,8650
ENSMUSG00000120993.1,Gm57384,0,0,0,0,0,0
ENSMUSG00000120994.1,Gm56548,0,0,0,8,10,0
ENSMUSG00000120995.1,Gm51425,56,37,94,94,101,59
ENSMUSG00000120996.1,Gm56817,16,23,44,33,55,54
ENSMUSG00000120997.1,Gm57385,15,15,39,27,19,17
ENSMUSG00000120998.1,Gm56900,1,0,1,4,3,1
ENSMUSG00000120999.1,Gm17586,54,68,137,63,95,65
ENSMUSG00000121000.1,Gm57128,0,0,0,0,0,0
ENSMUSG00000121001.1,Gm57461,0,0,0,0,0,0
ENSMUSG00000121002.1,Gm56973,0,1,1,0,0,1
ENSMUSG00000121003.1,Gm57160,0,0,0,0,0,0
ENSMUSG00000121004.1,Gm57302,1,1,5,3,0,0
ENSMUSG00000121005.1,Gm56769,0,0,0,0,0,0
ENSMUSG00000121006.1,Gm56689,1,1,1,5,4,2
ENSMUSG00000121007.1,Gm57303,0,0,0,0,0,2
ENSMUSG00000121008.1,Gm56974,8,12,18,1,9,1
ENSMUSG00000121009.1,Gm57219,8,11,15,1,0,0
ENSMUSG00000121010.1,Gm56858,1,2,1,0,0,0
ENSMUSG00000121011.1,Gm56975,0,0,0,0,0,0
ENSMUSG00000121012.1,Gm57412,7,8,14,1,3,7
ENSMUSG00000121013.1,Gm57304,0,0,1,0,2,0
ENSMUSG00000121014.1,Gm56770,0,0,0,0,0,0
ENSMUSG00000121015.1,Gm56721,0,0,0,1,1,1
ENSMUSG00000121016.1,Gm41818,0,1,3,4,4,3
ENSMUSG00000121017.1,Gm56591,9,12,14,0,7,7
ENSMUSG00000121018.1,C530020B09Rik,11,13,25,4,13,13
ENSMUSG00000121019.1,Gm57163,0,0,0,0,0,0
ENSMUSG00000121020.1,Gm56859,2,0,3,1,1,1
ENSMUSG00000121021.1,Gm57394,0,0,2,1,0,2
ENSMUSG00000121022.1,Gm56919,0,0,0,0,0,0
ENSMUSG00000121023.1,Gm39193,11,3,21,7,14,7
ENSMUSG00000121024.1,Gm57220,10,15,9,8,4,14
ENSMUSG00000121025.1,Gm57164,0,0,5,0,2,1
ENSMUSG00000121026.1,Gm57166,5,5,17,5,5,1
ENSMUSG00000121027.1,Gm56673,2,2,7,2,3,0
ENSMUSG00000121028.1,Gm56867,17,12,40,21,47,22
ENSMUSG00000121029.1,Gm57398,2,42,48,4,10,17
ENSMUSG00000121030.1,Gm57001,0,0,0,0,0,0
ENSMUSG00000121031.1,Gm56723,2,0,2,1,0,0
ENSMUSG00000121032.1,Gm56629,0,1,4,0,4,2
ENSMUSG00000121033.1,Gm57133,0,2,1,0,3,5
ENSMUSG00000121034.1,Gm32800,0,0,0,0,0,0
ENSMUSG00000121035.1,Gm35748,0,0,1,0,0,0
ENSMUSG00000121036.1,Gm56976,3,3,1,0,2,1
ENSMUSG00000121037.1,Gm40372,18,14,106,3,20,0
ENSMUSG00000121038.1,Gm56630,3,14,11,5,5,11
ENSMUSG00000121039.1,Gm30431,4,9,13,5,5,11
ENSMUSG00000121040.1,Gm57305,0,0,0,0,0,0
ENSMUSG00000121041.1,Gm57168,1,0,0,0,0,0
ENSMUSG00000121042.1,Gm33887,377,653,606,354,376,607
ENSMUSG00000121043.1,Gm57186,0,0,0,0,0,0
ENSMUSG00000121044.1,Gm57169,0,3,1,3,2,1
ENSMUSG00000121045.1,Gm31253,0,2,3,1,3,4
ENSMUSG00000121046.1,Gm56725,1,0,0,0,0,0
ENSMUSG00000121047.1,Gm57221,0,0,0,0,1,0
ENSMUSG00000121048.1,Gm53066,1,1,7,3,7,1
ENSMUSG00000121049.1,Gm39468,0,0,1,0,0,0
ENSMUSG00000121050.1,Gm57047,1,4,5,7,11,6
ENSMUSG00000121051.1,Gm57222,0,0,0,0,0,0
ENSMUSG00000121052.1,Gm56551,0,1,4,1,0,1
ENSMUSG00000121053.1,Gm56593,4,3,7,15,15,5
ENSMUSG00000121054.1,C030010C08Rik,0,3,2,0,4,0
ENSMUSG00000121055.1,Gm56674,0,0,0,0,0,0
ENSMUSG00000121056.1,Gm56977,16,8,27,10,14,19
ENSMUSG00000121057.1,Gm54310,1,3,7,2,5,15
ENSMUSG00000121058.1,Gm56978,0,2,4,0,0,0
ENSMUSG00000121059.1,Gm57137,12,16,21,11,5,10
ENSMUSG00000121060.1,Gm32702,0,0,0,1,1,0
ENSMUSG00000121061.1,Gm57008,0,0,0,0,0,0
ENSMUSG00000121062.1,Gm57010,0,0,0,0,0,0
ENSMUSG00000121063.1,Gm56614,0,0,2,1,1,2
ENSMUSG00000121064.1,Gm57387,0,2,3,4,4,5
ENSMUSG00000121065.1,Gm57308,3,0,1,1,0,4
ENSMUSG00000121066.1,Gm57402,15,43,10,15,9,28
ENSMUSG00000121067.1,Gm56901,53,44,227,70,120,128
ENSMUSG00000121068.1,Gm57050,170,133,124,95,96,56
ENSMUSG00000121069.1,Gm56730,299,170,884,1013,1438,781
ENSMUSG00000121070.1,Gm57309,33,83,67,35,37,41
ENSMUSG00000121071.1,Gm57170,2,5,4,12,2,12
ENSMUSG00000121072.1,Gm57388,9,4,23,2,9,5
ENSMUSG00000121073.1,Gm56553,0,0,0,0,0,0
ENSMUSG00000121074.1,Gm57442,0,0,0,0,0,0
ENSMUSG00000121075.1,Gm56727,1,7,7,5,4,2
ENSMUSG00000121076.1,Gm57310,0,0,0,0,0,0
ENSMUSG00000121077.1,Gm56818,0,0,0,0,0,0
ENSMUSG00000121078.1,Gm56979,0,0,12,0,1,0
ENSMUSG00000121079.1,Gm57389,0,0,0,0,0,0
ENSMUSG00000121080.1,Gm57228,0,0,0,0,0,0
ENSMUSG00000121081.1,Gm57051,0,0,0,0,0,0
ENSMUSG00000121082.1,5730424H11Rik,11,2,29,8,24,9
ENSMUSG00000121083.1,4930423K06Rik,6,5,7,15,15,13
ENSMUSG00000121084.1,Gm56860,34,30,119,59,79,52
ENSMUSG00000121085.1,Gm56980,0,0,0,0,0,0
ENSMUSG00000121086.1,Gm6403,0,0,16,0,0,0
ENSMUSG00000121087.1,Gm56902,0,3,4,2,4,3
ENSMUSG00000121088.1,Gm57138,1,1,15,5,3,6
ENSMUSG00000121089.1,Gm57052,3,8,7,2,3,5
ENSMUSG00000121090.1,Gm57226,0,0,1,0,0,1
ENSMUSG00000121091.1,Gm56861,4,2,4,1,1,2
ENSMUSG00000121092.1,Gm56862,20,44,50,38,42,67
ENSMUSG00000121093.1,Gm56906,250,259,642,611,820,470
ENSMUSG00000121094.1,Gm57443,0,0,0,0,0,0
ENSMUSG00000121095.1,Gm30455,881,763,1308,665,1019,690
ENSMUSG00000121096.1,Gm57390,262,197,1161,385,660,450
ENSMUSG00000121097.1,Gm57002,10,10,36,8,15,7
ENSMUSG00000121098.1,Gm56981,0,0,1,0,0,0
ENSMUSG00000121099.1,Gm56863,3,1,2,2,0,3
ENSMUSG00000121100.1,Gm57317,2,2,3,1,1,0
ENSMUSG00000121101.1,Gm57311,0,0,0,0,0,0
ENSMUSG00000121102.1,Gm57391,0,0,0,0,0,0
ENSMUSG00000121103.1,Gm34854,3,0,1,3,0,0
ENSMUSG00000121104.1,Gm56819,2,1,3,0,2,3
ENSMUSG00000121105.1,Gm56903,0,0,0,0,0,0
ENSMUSG00000121106.1,Gm32304,5,9,24,13,17,5
ENSMUSG00000121107.1,9330133O14Rik,45,40,151,101,165,83
ENSMUSG00000121108.1,Gm57053,0,0,0,0,0,0
ENSMUSG00000121109.1,Gm57397,24,26,29,11,23,27
ENSMUSG00000121110.1,Gm57312,0,0,0,1,0,0
ENSMUSG00000121111.1,Gm41608,0,1,1,2,0,0
ENSMUSG00000121112.1,Gm57055,0,1,0,0,0,0
ENSMUSG00000121113.1,Gm56729,1,1,0,0,0,0
ENSMUSG00000121114.1,Gm41291,2,0,10,7,6,6
ENSMUSG00000121115.1,Gm57320,16,15,67,35,39,25
ENSMUSG00000121116.1,Gm57229,0,0,7,3,0,0
ENSMUSG00000121117.1,Gm56731,4,2,8,1,0,3
ENSMUSG00000121118.1,Gm56734,2,2,1,2,1,2
ENSMUSG00000121119.1,Gm57230,1,0,0,0,0,0
ENSMUSG00000121120.1,Gm57313,0,0,0,0,0,0
ENSMUSG00000121121.1,Gm57392,1,1,6,1,2,3
ENSMUSG00000121122.1,Gm56904,0,0,0,0,1,0
ENSMUSG00000121123.1,Gm57056,2,1,4,0,2,3
ENSMUSG00000121124.1,Gm56905,0,0,1,2,0,1
ENSMUSG00000121125.1,Gm38883,6,1,15,6,16,13
ENSMUSG00000121126.1,Gm56554,4,1,4,2,4,4
ENSMUSG00000121127.1,Gm57057,20,40,91,50,76,56
ENSMUSG00000121128.1,Gm57149,0,0,3,0,0,1
ENSMUSG00000121129.1,Gm57231,1,2,23,8,18,13
ENSMUSG00000121130.1,Gm57150,5,0,14,6,9,8
ENSMUSG00000121131.1,Gm53771,0,0,1,0,1,0
ENSMUSG00000121132.1,Gm52182,227,215,471,6,12,4
ENSMUSG00000121133.1,Gm56865,0,0,5,1,2,2
ENSMUSG00000121134.1,Gm57446,6,4,20,6,4,3
ENSMUSG00000121135.1,Hmga2-ps1,93,90,196,150,167,157
ENSMUSG00000121136.1,Gm57151,0,0,0,0,0,1
ENSMUSG00000121137.1,Gm56555,357,190,922,1293,1807,1044
ENSMUSG00000121138.1,Gm56984,0,0,0,0,0,0
ENSMUSG00000121139.1,Gm56866,4,5,14,1,0,0
ENSMUSG00000121140.1,Gm57232,90,53,130,0,0,1
ENSMUSG00000121141.1,Gm56878,384,498,1794,763,1161,802
ENSMUSG00000121142.1,Gm57061,0,0,3,0,0,0
ENSMUSG00000121143.1,Gm57155,0,0,0,0,0,0
ENSMUSG00000121144.1,Gm56733,0,1,4,1,1,1
ENSMUSG00000121145.1,Gm57233,0,0,1,0,0,0
ENSMUSG00000121146.1,Gm57316,0,0,0,0,0,0
ENSMUSG00000121147.1,Gm56908,0,0,0,0,0,0
ENSMUSG00000121148.1,Gm57393,0,0,0,0,0,0
ENSMUSG00000121149.1,Gm57157,0,3,0,0,7,0
ENSMUSG00000121150.1,Gm56735,1,3,4,0,3,6
ENSMUSG00000121151.1,Gm56909,25,52,95,47,55,51
ENSMUSG00000121152.1,Gm56910,1,0,0,0,0,0
ENSMUSG00000121153.1,Gm56986,1,0,9,1,5,1
ENSMUSG00000121154.1,Gm57159,0,1,0,0,0,1
ENSMUSG00000121155.1,Gm56869,0,0,0,0,0,0
ENSMUSG00000121156.1,Gm56870,0,0,0,0,0,0
ENSMUSG00000121157.1,Gm56987,10,8,41,9,7,6
ENSMUSG00000121158.1,Gm35162,0,0,0,0,0,0
ENSMUSG00000121159.1,Gm56871,34,22,108,101,139,47
ENSMUSG00000121160.1,Gm34833,0,0,0,0,0,0
ENSMUSG00000121161.1,Gm31249,1,2,0,1,3,0
ENSMUSG00000121162.1,Gm35254,0,0,0,0,1,0
ENSMUSG00000121163.1,Gm56872,4,1,12,9,7,6
ENSMUSG00000121164.1,5430414B12Rik,0,0,3,0,1,0
ENSMUSG00000121165.1,Gm57415,1,1,0,0,2,0
ENSMUSG00000121166.1,Gm57322,151,21,1956,97,374,175
ENSMUSG00000121167.1,Gm56737,0,0,0,0,0,0
ENSMUSG00000121168.1,Gm57323,2,0,4,0,4,4
ENSMUSG00000121169.1,Gm56558,0,0,0,0,0,0
ENSMUSG00000121170.1,Gm56988,2,1,0,1,1,1
ENSMUSG00000121171.1,Gm54112,33,22,78,38,56,40
ENSMUSG00000121172.1,Gm57324,1,0,3,4,5,2
ENSMUSG00000121173.1,Gm57447,20,81,49,12,19,25
ENSMUSG00000121174.1,Gm56913,0,0,0,0,0,0
ENSMUSG00000121175.1,Gm57448,0,1,2,4,4,3
ENSMUSG00000121176.1,Gm9564,0,1,0,0,0,0
ENSMUSG00000121177.1,Gm57325,34,54,34,23,27,23
ENSMUSG00000121178.1,Gm56874,9,44,56,24,27,30
ENSMUSG00000121179.1,Gm56999,37,80,118,111,75,208
ENSMUSG00000121180.1,Gm56914,0,0,0,0,0,0
ENSMUSG00000121181.1,Gm57171,0,0,0,0,0,0
ENSMUSG00000121182.1,Gm56739,0,0,1,0,1,0
ENSMUSG00000121183.1,Gm57237,1,1,3,0,1,1
ENSMUSG00000121184.1,Gm57395,4,2,18,3,15,7
ENSMUSG00000121185.1,Gm56740,5,0,12,4,6,0
ENSMUSG00000121186.1,Gm39792,1,2,1,0,1,1
ENSMUSG00000121187.1,Gm57449,0,0,0,0,0,0
ENSMUSG00000121188.1,Gm56875,0,0,0,0,0,0
ENSMUSG00000121189.1,Gm34102,1,0,0,4,1,1
ENSMUSG00000121190.1,Gm56997,1,2,3,3,2,6
ENSMUSG00000121191.1,Gm33841,7,4,11,5,19,7
ENSMUSG00000121192.1,Gm57399,174,81,698,87,140,65
ENSMUSG00000121193.1,Gm33934,4,1,1,0,0,0
ENSMUSG00000121194.1,Gm57451,0,0,0,0,0,0
ENSMUSG00000121195.1,Gm56876,14,3,37,31,48,20
ENSMUSG00000121196.1,2810461L16Rik,0,0,0,0,0,0
ENSMUSG00000121197.1,Gm35204,0,0,2,0,0,0
ENSMUSG00000121198.1,Gm57453,0,3,7,4,1,0
ENSMUSG00000121199.1,Gm57454,0,0,2,0,0,0
ENSMUSG00000121200.1,Gm56742,2,0,1,0,0,0
ENSMUSG00000121201.1,Gm57239,0,3,1,3,4,3
ENSMUSG00000121202.1,Gm57000,0,0,2,24,46,18
ENSMUSG00000121203.1,Gm32707,2,0,2,9,2,6
ENSMUSG00000121204.1,Gm56916,0,0,0,0,0,0
ENSMUSG00000121205.1,Gm52870,0,0,0,0,1,1
ENSMUSG00000121206.1,Gm57456,0,0,0,0,1,2
ENSMUSG00000121207.1,Gm57242,2,13,12,6,3,9
ENSMUSG00000121208.1,Gm56917,1,0,2,0,0,0
ENSMUSG00000121209.1,Gm41604,29,18,59,2,7,2
ENSMUSG00000121210.1,Gm57244,2,4,2,1,2,3
ENSMUSG00000121211.1,Gm57458,1,1,8,0,3,3
ENSMUSG00000121212.1,Gm39858,4,2,17,4,5,4
ENSMUSG00000121213.1,Gm39606,1,1,3,0,0,4
ENSMUSG00000121214.1,Gm56746,1,0,1,0,0,0
ENSMUSG00000121215.1,Gm57464,7,4,9,12,13,8
ENSMUSG00000121216.1,Gm57476,21,20,51,10,15,20
ENSMUSG00000121217.1,Gm57396,2,0,0,2,2,0
ENSMUSG00000121218.1,Gm57011,0,3,8,3,2,3
ENSMUSG00000121219.1,Gm57247,0,0,0,0,1,1
ENSMUSG00000121220.1,Gm39103,0,0,0,0,0,0
ENSMUSG00000121221.1,Gm57248,0,0,0,0,0,0
ENSMUSG00000121222.1,Gm57249,1,0,0,0,0,1
ENSMUSG00000121223.1,Gm57172,3,2,1,0,7,0
ENSMUSG00000121224.1,C030014O09Rik,0,0,0,1,0,0
ENSMUSG00000121225.1,Gm57457,237,195,438,201,306,321
ENSMUSG00000121226.1,6720407P12Rik,0,0,3,4,9,1
