gen_id,gen_adi,WT_1,WT_2,WT_3,KO_1,KO_2,KO_3
ENSMUSG00000018604.19,Tbx3,37,40,284,55,104,104
ENSMUSG00000018620.4,Mmp20,0,0,0,0,0,0
ENSMUSG00000018623.11,Mmp7,0,0,0,0,0,0
ENSMUSG00000018634.11,Crhr1,0,0,0,0,0,0
ENSMUSG00000018648.16,Dusp14,5,13,13,24,13,26
ENSMUSG00000018651.15,Tada2a,294,264,616,390,534,486
ENSMUSG00000018654.19,Ikzf1,2280,1515,5846,1538,2823,1406
ENSMUSG00000018656.6,Tcaf3,0,0,0,1,0,0
ENSMUSG00000018659.13,Pnpo,20915,16256,39473,8215,12590,7815
ENSMUSG00000018661.18,Cog1,345,257,1032,431,759,410
ENSMUSG00000018666.14,Cbx1,1260,709,3208,1018,1603,1150
ENSMUSG00000018669.15,Cdk5rap3,913,760,2262,1027,1718,984
ENSMUSG00000018672.16,Copz2,49,55,135,65,77,99
ENSMUSG00000018677.10,Slc25a39,6082,6511,16252,2555,3608,2779
ENSMUSG00000018678.14,Sp2,383,234,1826,456,890,340
ENSMUSG00000018697.15,Aatf,589,462,1326,463,815,533
ENSMUSG00000018698.16,Lhx1,1,0,0,0,0,1
ENSMUSG00000018707.14,Dync1h1,1488,1426,5732,2220,4620,2182
ENSMUSG00000018727.20,Cpsf4l,9,4,13,8,13,11
ENSMUSG00000018733.11,Pex12,84,58,258,141,146,96
ENSMUSG00000018736.15,Ndel1,394,292,1051,525,765,518
ENSMUSG00000018740.15,Slc25a35,84,92,156,65,85,92
ENSMUSG00000018750.15,Zbtb4,49,64,164,150,242,144
ENSMUSG00000018752.20,Tnfsfm13,17,21,56,14,30,26
ENSMUSG00000018761.15,Mpdu1,554,502,1617,595,889,610
ENSMUSG00000018765.7,Fxr2,888,610,2892,1128,1976,1261
ENSMUSG00000018770.10,Atp5mc3,6732,9060,14708,5944,7761,7860
ENSMUSG00000018774.14,Cd68,180,240,445,158,171,177
ENSMUSG00000018776.11,Slc35g3,1,3,1,0,5,0
ENSMUSG00000018796.14,Acsl1,978,612,3164,729,1250,903
ENSMUSG00000018800.15,Abca5,7,6,40,26,30,21
ENSMUSG00000018809.3,Smyd4,104,55,192,78,124,90
ENSMUSG00000018819.11,Lsp1,194,237,517,411,512,383
ENSMUSG00000018820.14,Zfyve27,334,222,952,1192,1597,966
ENSMUSG00000018821.4,Avpi1,69,77,205,153,247,167
ENSMUSG00000018822.8,Sfrp5,1,2,2,3,4,1
ENSMUSG00000018830.11,Myh11,6,6,27,30,31,56
ENSMUSG00000018841.18,Rad51d,165,156,380,202,247,209
ENSMUSG00000018844.7,Fndc8,3,2,9,5,2,2
ENSMUSG00000018845.15,Unc45b,18,28,77,67,51,86
ENSMUSG00000018846.9,Pank3,258,184,547,421,532,539
ENSMUSG00000018848.5,Rars1,1928,1622,4054,1503,2305,2061
ENSMUSG00000018849.7,Wwc1,92,95,398,99,187,120
ENSMUSG00000018858.16,Mrpl58,677,723,1650,540,922,741
ENSMUSG00000018861.9,Fdxr,296,290,872,365,571,357
ENSMUSG00000018862.12,Otop3,0,0,0,0,0,0
ENSMUSG00000018865.10,Sult4a1,0,0,3,0,5,3
ENSMUSG00000018868.5,Pnpla5,0,1,2,1,0,0
ENSMUSG00000018882.13,Mrpl45,633,560,1205,684,990,844
ENSMUSG00000018893.16,Mb,0,0,0,0,1,0
ENSMUSG00000018899.18,Irf1,77,86,265,152,169,163
ENSMUSG00000018900.8,Slc22a5,67,60,216,99,129,75
ENSMUSG00000018906.15,P4ha2,30,39,124,104,141,172
ENSMUSG00000018907.11,Alox12e,0,0,9,9,4,0
ENSMUSG00000018909.16,Arrb1,13679,9122,44208,3006,6240,3021
ENSMUSG00000018914.6,Il3,0,0,0,0,0,0
ENSMUSG00000018916.6,Csf2,0,0,0,0,1,0
ENSMUSG00000018919.11,Tm4sf5,5,4,18,7,7,10
ENSMUSG00000018920.12,Cxcl16,13,28,40,19,23,41
ENSMUSG00000018921.12,Pelp1,707,627,2840,980,1850,906
ENSMUSG00000018923.14,Med11,295,274,551,284,384,303
ENSMUSG00000018924.7,Alox15,48,14,212,172,232,8
ENSMUSG00000018925.4,Heatr9,0,0,1,0,0,0
ENSMUSG00000018927.4,Ccl6,67,74,189,87,76,75
ENSMUSG00000018930.4,Ccl4,1,10,3,3,2,6
ENSMUSG00000018931.4,Natd1,641,543,1382,331,579,277
ENSMUSG00000018932.10,Map2k3,2821,2054,7973,2948,4591,2022
ENSMUSG00000018965.12,Ywhah,3318,2951,8558,3720,5659,3811
ENSMUSG00000018973.3,Hoxb1,0,0,0,0,0,0
ENSMUSG00000018974.8,Sart3,1015,720,3507,1145,2035,999
ENSMUSG00000018983.10,E2f2,6278,5286,23366,908,1437,785
ENSMUSG00000018986.11,Slfn3,31,23,191,28,79,39
ENSMUSG00000018995.13,Nars2,241,109,373,196,317,200
ENSMUSG00000018999.15,Slc35b4,336,263,813,280,470,338
ENSMUSG00000019027.9,Dnah1,7,6,19,53,65,26
ENSMUSG00000019039.15,Dalrd3,539,464,1364,720,1079,758
ENSMUSG00000019054.14,Fis1,3108,3776,5498,2210,3120,3177
ENSMUSG00000019055.16,Plod1,392,428,1985,640,984,757
ENSMUSG00000019066.14,Rab3d,93,106,312,187,266,197
ENSMUSG00000019080.9,Mfsd3,133,201,174,148,177,164
ENSMUSG00000019082.19,Slc25a22,235,207,847,439,597,399
ENSMUSG00000019087.14,Atp6ap1,1874,1649,4593,2587,3644,2361
ENSMUSG00000019088.15,Dnase1l1,530,415,921,432,527,303
ENSMUSG00000019102.11,Aldh3a1,0,1,2,1,0,3
ENSMUSG00000019122.9,Ccl9,183,204,348,143,188,153
ENSMUSG00000019124.11,Scrn1,0,1,3,1,2,2
ENSMUSG00000019132.12,BC005537,3012,2403,8022,4051,5550,3536
ENSMUSG00000019139.11,Isyna1,1118,946,3024,1335,2359,1317
ENSMUSG00000019143.16,Hars2,422,240,744,505,734,390
ENSMUSG00000019146.3,Cacng2,8,1,24,5,13,1
ENSMUSG00000019158.10,Tmem160,349,525,718,247,386,453
ENSMUSG00000019173.12,Rab5c,3646,2845,10792,2009,3378,2466
ENSMUSG00000019178.18,Styxl1,0,0,2,2,1,1
ENSMUSG00000019179.11,Mdh2,5223,4588,11335,4582,6803,4586
ENSMUSG00000019188.17,H13,664,808,2360,793,1276,961
ENSMUSG00000019189.14,Rnf145,2354,1057,5515,1326,2089,1256
ENSMUSG00000019194.16,Scn1b,13,31,43,17,12,18
ENSMUSG00000019210.11,Atp6v1e1,2516,2300,2587,2164,2748,2515
ENSMUSG00000019214.15,Chtf18,705,547,2960,639,1207,612
ENSMUSG00000019230.15,Lhx9,2,1,5,1,0,3
ENSMUSG00000019232.15,Etnppl,0,0,0,0,1,0
ENSMUSG00000019235.10,Rps6kl1,55,89,129,75,81,64
ENSMUSG00000019254.17,Ppp1r12c,899,891,2684,1411,2151,1322
ENSMUSG00000019256.18,Ahr,60,46,121,67,79,125
ENSMUSG00000019261.4,Map1s,372,294,1314,604,1062,565
ENSMUSG00000019278.6,Dpep1,1,0,3,2,7,2
ENSMUSG00000019295.9,Tmem129,329,215,643,379,556,282
ENSMUSG00000019297.10,Nop9,1238,940,3145,1054,1681,1143
ENSMUSG00000019301.6,Hsd17b1,2,2,4,7,7,2
ENSMUSG00000019302.18,Atp6v0a1,1337,1281,4181,1411,2031,1059
ENSMUSG00000019303.15,Psmc3ip,509,451,1147,314,588,434
ENSMUSG00000019312.11,Grb7,177,133,685,153,252,277
ENSMUSG00000019320.15,Noxo1,6,0,18,13,25,11
ENSMUSG00000019326.15,Aoc3,7,3,12,16,30,6
ENSMUSG00000019338.14,Zfp687,231,191,884,320,619,359
ENSMUSG00000019359.15,Gdpd2,3,0,8,1,1,2
ENSMUSG00000019362.9,D8Ertd738e,1660,2114,4064,1152,1818,1797
ENSMUSG00000019368.14,Sec14l4,5,2,19,5,9,10
ENSMUSG00000019370.11,Calm3,5404,4276,17417,3686,6185,4333
ENSMUSG00000019373.12,Cops3,1554,1156,2410,1464,2207,1469
ENSMUSG00000019428.17,Fkbp8,3648,3080,8792,4168,7125,4182
ENSMUSG00000019429.8,Ffar3,0,0,0,0,0,0
ENSMUSG00000019432.16,Ddx39b,5808,5405,11297,5666,8180,5855
ENSMUSG00000019433.10,Gipc1,495,406,1970,763,1268,1023
ENSMUSG00000019437.18,Tlcd1,1095,734,3159,462,630,335
ENSMUSG00000019461.13,Plscr3,542,515,1350,1203,1639,1178
ENSMUSG00000019464.7,Ptger1,26,12,83,87,98,47
ENSMUSG00000019467.16,Arhgef25,200,176,600,271,370,184
ENSMUSG00000019470.13,Xab2,1429,1278,3916,1429,2337,1393
ENSMUSG00000019471.11,Cdc37,4876,3463,14164,3558,7089,4166
ENSMUSG00000019478.18,Rab4a,217,206,636,305,396,373
ENSMUSG00000019487.12,Trip10,108,109,338,175,281,280
ENSMUSG00000019489.8,Cd70,0,0,0,0,0,1
ENSMUSG00000019494.15,Cops6,1738,2343,4187,1592,2259,2076
ENSMUSG00000019505.8,Ubb,17272,11229,41864,16044,23416,15246
ENSMUSG00000019518.12,Ap4m1,377,295,1341,482,687,377
ENSMUSG00000019528.19,Gyg1,393,344,884,401,546,478
ENSMUSG00000019539.12,Rcn3,166,306,1368,368,781,618
ENSMUSG00000019558.15,Slc6a8,11,15,115,46,64,49
ENSMUSG00000019564.13,Arid3a,209,183,830,661,991,638
ENSMUSG00000019577.7,Pdk4,9,16,44,15,37,49
ENSMUSG00000019578.12,Ubxn6,584,1046,1109,666,905,962
ENSMUSG00000019579.14,Mydgf,1164,1323,3329,888,1412,1441
ENSMUSG00000019590.17,Cyb561,3,2,10,20,24,18
ENSMUSG00000019647.18,Sema6a,23,31,176,46,80,110
ENSMUSG00000019659.9,Ccdc12,813,1123,1675,935,1434,1409
ENSMUSG00000019689.5,Fmc1,423,504,681,356,481,524
ENSMUSG00000019699.17,Akt3,48,53,145,90,130,123
ENSMUSG00000019710.14,Mrpl24,1262,1291,2500,1145,1485,1433
ENSMUSG00000019715.15,Gle1,811,687,1868,1025,1588,1032
ENSMUSG00000019718.9,L3hypdh,39,39,119,44,54,46
ENSMUSG00000019726.13,Lyst,124,75,358,210,261,193
ENSMUSG00000019731.14,Slc35e1,463,313,1141,530,798,476
ENSMUSG00000019732.15,Calr3,12,16,33,11,16,16
ENSMUSG00000019734.17,Tmc4,53,74,134,104,98,87
ENSMUSG00000019737.15,Syne4,23,31,280,80,94,55
ENSMUSG00000019738.16,Polr2i,591,631,1143,530,668,678
ENSMUSG00000019756.11,Prl8a1,23,22,108,46,50,45
ENSMUSG00000019761.11,Krt10,19,16,58,11,18,9
ENSMUSG00000019762.5,Iyd,6,7,73,19,42,28
ENSMUSG00000019763.12,Rmnd1,224,197,461,286,383,255
ENSMUSG00000019767.13,Ccdc170,0,0,2,0,1,0
ENSMUSG00000019768.17,Esr1,0,1,4,1,1,1
ENSMUSG00000019772.6,Vip,0,1,0,0,0,0
ENSMUSG00000019773.8,Fbxo5,1959,1342,4324,851,1183,822
ENSMUSG00000019774.9,Mtrf1l,202,159,312,112,152,186
ENSMUSG00000019775.18,Rgs17,1,1,1,0,0,0
ENSMUSG00000019777.17,Hdac2,2015,1672,5209,1305,2316,2307
ENSMUSG00000019779.16,Frk,4,1,26,9,22,12
ENSMUSG00000019782.11,Rwdd1,810,764,1412,604,889,778
ENSMUSG00000019785.15,Clvs2,0,1,1,0,0,1
ENSMUSG00000019787.10,Trdn,0,1,0,0,2,0
ENSMUSG00000019789.10,Hey2,3,6,13,1,3,9
ENSMUSG00000019790.18,Stxbp5,349,261,975,496,737,506
ENSMUSG00000019791.13,Hint3,118,149,183,141,161,181
ENSMUSG00000019792.9,Trmt11,326,175,545,257,301,242
ENSMUSG00000019794.14,Katna1,644,586,1163,696,875,684
ENSMUSG00000019795.18,Pcmt1,1578,1261,2665,1359,1892,1382
ENSMUSG00000019796.13,Lrp11,14,13,32,12,23,23
ENSMUSG00000019797.12,Mtres1,551,701,894,328,585,576
ENSMUSG00000019802.14,Sec63,588,569,2006,959,1477,1141
ENSMUSG00000019803.12,Nr2e1,2,9,9,1,0,2
ENSMUSG00000019804.13,Snx3,3208,2545,7730,3240,4741,3029
ENSMUSG00000019806.14,Aig1,149,157,472,305,502,366
ENSMUSG00000019808.9,Adat2,85,151,485,183,280,105
ENSMUSG00000019809.17,Pex3,205,152,350,198,252,202
ENSMUSG00000019810.16,Fuca2,992,679,2624,624,1103,758
ENSMUSG00000019813.17,Cep57l1,307,214,568,236,321,231
ENSMUSG00000019814.6,Ltv1,744,567,1986,617,1050,811
ENSMUSG00000019815.8,Zc2hc1b,0,0,0,0,0,0
ENSMUSG00000019817.19,Plagl1,242,302,1015,674,847,882
ENSMUSG00000019818.16,Cd164,1117,847,2459,1023,1488,1235
ENSMUSG00000019820.12,Utrn,66,73,426,162,261,276
ENSMUSG00000019822.13,Smpd2,81,109,320,158,190,162
ENSMUSG00000019823.18,Mical1,46,59,238,126,201,104
ENSMUSG00000019826.12,Zbtb24,101,99,288,158,282,156
ENSMUSG00000019828.14,Grm1,0,23,19,2,1,8
ENSMUSG00000019831.15,Wasf1,18,12,45,27,33,27
ENSMUSG00000019832.6,Rab32,192,179,291,159,179,274
ENSMUSG00000019834.16,Slc22a16,0,0,0,0,0,0
ENSMUSG00000019836.6,Amd-ps4,0,0,9,0,0,2
ENSMUSG00000019837.9,Gtf3c6,690,779,1696,510,824,877
ENSMUSG00000019838.12,Slc16a10,3079,2137,9804,1737,2647,1342
ENSMUSG00000019841.17,Rev3l,303,142,670,248,386,282
ENSMUSG00000019842.7,Traf3ip2,9,7,40,13,29,14
ENSMUSG00000019843.15,Fyn,239,211,872,308,432,495
ENSMUSG00000019845.9,Tube1,156,121,341,138,170,144
ENSMUSG00000019846.12,Lama4,12,29,53,47,76,112
ENSMUSG00000019848.15,Popdc3,1,0,0,0,0,0
ENSMUSG00000019849.12,Prep,504,359,1895,608,1096,733
ENSMUSG00000019850.12,Tnfaip3,23,19,70,65,78,59
ENSMUSG00000019851.9,Perp,47,31,189,55,61,31
ENSMUSG00000019852.8,Arfgef3,0,0,1,1,3,2
ENSMUSG00000019853.7,Hebp2,4,8,14,5,12,4
ENSMUSG00000019854.18,Reps1,326,304,775,429,677,428
ENSMUSG00000019856.15,Fam184a,2,4,5,1,4,6
ENSMUSG00000019857.8,Asf1a,1063,866,1662,760,917,806
ENSMUSG00000019861.16,Gopc,155,119,454,199,292,238
ENSMUSG00000019863.8,Qrsl1,172,111,303,156,258,150
ENSMUSG00000019864.15,Rtn4ip1,287,358,890,324,473,394
ENSMUSG00000019865.10,Nmbr,0,0,2,0,5,0
ENSMUSG00000019866.16,Crybg1,15,14,63,11,30,17
ENSMUSG00000019867.5,Gje1,3,6,7,3,2,0
ENSMUSG00000019868.17,Vta1,481,321,1094,427,611,440
ENSMUSG00000019872.14,Smpdl3a,335,240,584,73,107,97
ENSMUSG00000019873.9,Reep3,257,236,737,261,334,328
ENSMUSG00000019874.12,Fabp7,7,4,7,2,7,5
ENSMUSG00000019876.16,Pkib,24,57,105,42,47,42
ENSMUSG00000019877.11,Serinc1,1365,787,3264,1359,1882,1233
ENSMUSG00000019878.9,Hsf2,181,172,315,162,205,235
ENSMUSG00000019880.11,Rspo3,19,43,67,36,69,80
ENSMUSG00000019883.12,Echdc1,516,343,602,379,475,612
ENSMUSG00000019888.18,Mgat4c,2,2,7,1,3,3
ENSMUSG00000019889.11,Ptprk,68,62,376,113,168,203
ENSMUSG00000019890.5,Nts,0,1,4,1,1,1
ENSMUSG00000019891.16,Dcbld1,86,78,227,112,165,146
ENSMUSG00000019892.14,Lrriq1,0,0,1,0,0,0
ENSMUSG00000019893.14,Ros1,3,5,4,0,4,3
ENSMUSG00000019894.15,Slc6a15,3,0,8,1,1,4
ENSMUSG00000019897.9,Ccdc59,385,388,874,384,580,548
ENSMUSG00000019899.18,Lama2,5,1,23,5,21,5
ENSMUSG00000019900.20,Rfx6,0,0,0,1,0,0
ENSMUSG00000019905.9,Gprc6a,0,0,0,0,1,0
ENSMUSG00000019906.16,Lin7a,3,3,8,1,5,4
ENSMUSG00000019907.11,Ppp1r12a,980,803,2524,1083,1455,1345
ENSMUSG00000019909.5,Fam162b,0,0,0,0,0,0
ENSMUSG00000019913.5,Sim1,0,0,0,0,0,0
ENSMUSG00000019916.15,P4ha1,476,401,1036,1084,1527,1475
ENSMUSG00000019917.11,Septin10,70,47,199,72,98,155
ENSMUSG00000019920.19,Lims1,1141,734,1950,1642,2091,2505
ENSMUSG00000019923.15,Zwint,2993,2121,5818,2923,4236,3060
ENSMUSG00000019927.7,Ube2d1,58,78,150,83,101,128
ENSMUSG00000019929.17,Dcn,149,166,577,226,385,367
ENSMUSG00000019932.9,Kera,0,0,0,0,3,0
ENSMUSG00000019933.8,Mrln,0,3,0,0,6,2
ENSMUSG00000019935.17,Slc17a8,7,10,23,9,3,15
ENSMUSG00000019936.11,Epyc,0,0,0,0,0,1
ENSMUSG00000019942.14,Cdk1,4236,3180,6691,2541,3635,2765
ENSMUSG00000019943.11,Atp2b1,538,317,1836,634,966,696
ENSMUSG00000019944.15,Rhobtb1,58,63,239,67,99,135
ENSMUSG00000019945.11,Cabcoco1,1,6,19,1,3,10
ENSMUSG00000019947.11,Arid5b,46,61,158,97,107,118
ENSMUSG00000019948.5,Actr6,204,91,202,165,198,185
ENSMUSG00000019951.11,Bltp3b,221,158,748,400,595,417
ENSMUSG00000019952.16,Poc1b,242,178,843,201,364,254
ENSMUSG00000019960.9,Dusp6,162,162,298,234,296,475
ENSMUSG00000019961.18,Tmpo,6964,4150,14714,3472,5701,3175
ENSMUSG00000019966.19,Kitl,115,57,214,94,97,155
ENSMUSG00000019969.15,Psen1,405,282,1234,471,757,496
ENSMUSG00000019970.16,Sgk1,79,84,141,77,84,140
ENSMUSG00000019971.11,Cep290,277,177,613,216,356,230
ENSMUSG00000019975.13,Ikbip,85,72,247,138,205,186
ENSMUSG00000019977.17,Hbs1l,1458,1163,3157,1525,2187,1569
ENSMUSG00000019978.17,Epb41l2,277,251,1446,594,916,677
ENSMUSG00000019979.13,Apaf1,360,221,757,723,1054,737
ENSMUSG00000019982.16,Myb,845,636,1827,585,894,740
ENSMUSG00000019984.17,Med23,483,240,1130,441,800,470
ENSMUSG00000019986.18,Ahi1,121,102,220,174,306,204
ENSMUSG00000019987.10,Arg1,56,17,77,7,20,23
ENSMUSG00000019988.8,Nedd1,535,291,1084,440,652,530
ENSMUSG00000019989.9,Enpp3,80,54,363,25,87,32
ENSMUSG00000019990.16,Pde7b,5,4,17,6,11,15
ENSMUSG00000019992.9,Mtfr2,403,299,661,372,458,252
ENSMUSG00000019996.18,Map7,110,75,537,219,357,218
ENSMUSG00000019997.12,Ccn2,9,24,82,45,50,69
ENSMUSG00000019998.7,Stx7,376,310,883,653,919,777
ENSMUSG00000020000.8,Moxd1,0,1,0,0,2,0
ENSMUSG00000020003.17,Pex7,157,110,293,203,267,212
ENSMUSG00000020007.5,Il20ra,3,1,4,4,4,7
ENSMUSG00000020009.14,Ifngr1,427,351,1039,530,615,478
ENSMUSG00000020010.8,Vnn3,4,3,16,3,5,7
ENSMUSG00000020014.20,Cfap54,38,41,61,51,67,71
ENSMUSG00000020015.11,Cdk17,525,361,993,503,710,571
ENSMUSG00000020017.15,Hal,27,32,57,13,23,19
ENSMUSG00000020018.7,Snrpf,2566,3212,5554,1579,2488,2218
ENSMUSG00000020019.5,Ntn4,6,5,24,5,5,3
ENSMUSG00000020020.9,Usp44,0,0,4,0,0,1
ENSMUSG00000020021.5,Fgd6,120,80,375,144,209,141
ENSMUSG00000020022.18,Ndufa12,1073,973,3894,601,1056,864
ENSMUSG00000020023.19,Tmcc3,55,51,244,108,250,187
ENSMUSG00000020024.8,Cep83,723,408,1459,499,847,448
ENSMUSG00000020027.19,Socs2,79,79,156,96,147,119
ENSMUSG00000020029.7,Nudt4,4635,4097,11388,4833,7695,4356
ENSMUSG00000020032.15,Nuak1,9,16,35,11,29,20
ENSMUSG00000020033.3,4930463O16Rik,0,0,0,0,0,0
ENSMUSG00000020034.8,Tcp11l2,1249,704,2178,403,466,262
ENSMUSG00000020037.16,Rfx4,0,0,0,0,1,0
ENSMUSG00000020038.11,Cry1,94,76,232,154,210,178
ENSMUSG00000020042.16,Abtb3,2,1,2,6,5,5
ENSMUSG00000020044.14,Timp3,134,244,579,419,531,849
ENSMUSG00000020048.14,Hsp90b1,8098,8278,29594,9540,14178,13604
ENSMUSG00000020051.18,Pah,550,471,827,296,426,556
ENSMUSG00000020052.10,Ascl1,0,0,2,0,1,1
ENSMUSG00000020053.19,Igf1,120,139,297,25,75,86
ENSMUSG00000020056.17,Washc3,282,316,491,258,354,338
ENSMUSG00000020057.3,Dram1,21,20,58,39,37,28
ENSMUSG00000020059.10,Sycp3,0,1,0,4,0,0
ENSMUSG00000020061.19,Mybpc1,0,0,0,0,12,0
ENSMUSG00000020062.8,Slc5a8,1,1,2,0,0,1
ENSMUSG00000020063.17,Sirt1,757,409,1834,391,622,453
ENSMUSG00000020064.10,Herc4,773,405,1329,657,1077,759
ENSMUSG00000020067.9,Mypn,3,1,12,27,58,24
ENSMUSG00000020069.17,Hnrnph3,841,772,2821,1098,1383,1097
ENSMUSG00000020070.19,Rufy2,39,30,111,59,113,82
ENSMUSG00000020072.16,Pbld2,10,12,83,25,23,14
ENSMUSG00000020074.8,Ccar1,1822,1536,4605,1737,2945,2055
ENSMUSG00000020075.9,Ddx21,2853,1439,9200,1684,3414,2018
ENSMUSG00000020076.8,Ddx50,818,607,1771,804,1192,1049
ENSMUSG00000020077.15,Srgn,567,471,803,756,812,802
ENSMUSG00000020078.17,Vps26a,845,604,1801,917,1361,1024
ENSMUSG00000020079.16,Supv3l1,511,310,1334,444,814,408
ENSMUSG00000020080.9,Hkdc1,73,29,512,84,158,80
ENSMUSG00000020081.6,Tacr2,0,2,0,0,0,0
ENSMUSG00000020083.15,Fam241b,7,1,10,9,10,6
ENSMUSG00000020085.16,Aifm2,50,37,152,111,146,100
ENSMUSG00000020086.7,Macroh2a2,15,30,72,31,51,48
ENSMUSG00000020087.6,Tysnd1,530,481,1602,542,1017,627
ENSMUSG00000020088.11,Sar1a,1438,1322,2918,1590,2183,1885
ENSMUSG00000020089.9,Ppa1,1423,1235,2230,997,1388,1339
ENSMUSG00000020090.8,Npffr1,0,0,0,0,0,0
ENSMUSG00000020091.17,Eif4ebp2,2091,1453,7384,2569,4209,2504
ENSMUSG00000020092.10,Pald1,139,116,576,139,223,216
ENSMUSG00000020096.22,Tbata,0,0,0,0,0,0
ENSMUSG00000020097.15,Sgpl1,579,409,1268,217,353,287
ENSMUSG00000020098.8,Pcbd1,429,449,763,241,309,441
ENSMUSG00000020099.9,Unc5b,9,20,164,103,123,106
ENSMUSG00000020100.16,Slc29a3,84,56,254,122,173,90
ENSMUSG00000020101.15,Vsir,549,368,1413,352,432,287
ENSMUSG00000020102.16,Slc16a7,68,37,299,78,94,114
ENSMUSG00000020105.10,Lrig3,8,9,45,11,38,16
ENSMUSG00000020107.11,Anapc16,664,595,982,458,659,572
ENSMUSG00000020108.5,Ddit4,61,67,88,138,219,252
ENSMUSG00000020109.14,Dnajb12,436,303,1470,607,983,495
ENSMUSG00000020111.17,Micu1,1204,859,2667,785,1165,937
ENSMUSG00000020114.13,Cand1,1211,991,2860,1881,2936,1861
ENSMUSG00000020115.4,Tbk1,434,254,863,466,679,481
ENSMUSG00000020116.8,Pno1,543,348,1190,317,502,402
ENSMUSG00000020120.16,Plek,775,824,1552,1859,1896,3732
ENSMUSG00000020121.16,Srgap1,26,20,134,58,70,109
ENSMUSG00000020122.17,Egfr,8,10,43,33,42,41
ENSMUSG00000020123.7,Avpr1a,96,77,386,78,126,105
ENSMUSG00000020124.11,Usp15,2620,1595,6384,1892,2698,1909
ENSMUSG00000020125.8,Elane,468,511,708,977,884,654
ENSMUSG00000020128.16,Vps54,401,260,1054,658,934,659
ENSMUSG00000020130.10,Tbc1d15,662,346,1577,625,900,647
ENSMUSG00000020131.15,Pcsk4,88,90,313,140,212,131
ENSMUSG00000020132.11,Rab21,527,439,1391,626,935,664
ENSMUSG00000020133.9,2310011J03Rik,615,574,1423,558,942,645
ENSMUSG00000020134.14,Peli1,259,150,676,464,716,450
ENSMUSG00000020135.14,Apc2,3,3,14,11,9,8
ENSMUSG00000020137.6,Thap2,200,123,341,197,269,207
ENSMUSG00000020140.16,Lgr5,14,17,108,31,55,21
ENSMUSG00000020142.13,Slc1a4,226,205,826,698,1093,627
ENSMUSG00000020143.16,Dock2,166,99,668,413,581,390
ENSMUSG00000020149.18,Rab1a,1865,1112,4076,1768,2287,1991
ENSMUSG00000020150.14,Gamt,176,207,467,126,216,225
ENSMUSG00000020151.17,Ptprr,3,4,9,1,1,4
ENSMUSG00000020152.8,Actr2,2316,1228,5589,2476,3635,2849
ENSMUSG00000020153.15,Ndufs7,2384,2768,5362,1841,2953,2733
ENSMUSG00000020154.11,Ptprb,48,56,180,70,93,156
ENSMUSG00000020155.3,Kcnmb1,2,1,0,5,4,4
ENSMUSG00000020156.17,Pwwp3a,930,808,2389,970,1371,875
ENSMUSG00000020159.9,Gabrp,3,0,0,0,0,0
ENSMUSG00000020160.19,Meis1,94,105,466,229,271,365
ENSMUSG00000020163.13,Uqcr11,3331,4211,6183,1738,2886,2715
ENSMUSG00000020164.8,Kcnmb4os1,0,0,1,1,0,0
ENSMUSG00000020166.16,Cnot2,1059,776,2507,888,1380,1105
ENSMUSG00000020167.15,Tcf3,1960,1325,8127,1057,2152,1170
ENSMUSG00000020168.6,Or14c43,0,0,0,0,0,0
ENSMUSG00000020169.5,Best3,0,0,0,0,0,0
ENSMUSG00000020170.5,Frs2,516,260,1872,1111,1820,858
ENSMUSG00000020171.9,Yeats4,1120,1173,2608,836,1226,1182
ENSMUSG00000020173.18,Cobl,6,9,40,26,20,17
ENSMUSG00000020175.16,Rab36,18,29,75,119,122,148
ENSMUSG00000020176.18,Grb10,3100,2649,6574,2729,4338,5209
ENSMUSG00000020177.13,Lyz3,0,0,0,0,1,0
ENSMUSG00000020178.7,Adora2a,41,38,72,71,96,183
ENSMUSG00000020180.11,Snrpd3,3218,3859,6518,2146,3258,3595
ENSMUSG00000020181.19,Nav3,4,2,2,5,6,6
ENSMUSG00000020182.17,Ddc,43,38,94,83,121,71
ENSMUSG00000020183.12,Cpm,83,54,321,106,175,154
ENSMUSG00000020184.16,Mdm2,719,434,1777,1193,1615,1061
ENSMUSG00000020185.17,E2f7,302,228,1357,240,434,217
ENSMUSG00000020186.8,Csrp2,145,207,286,137,172,261
ENSMUSG00000020189.16,Osbpl8,786,480,1393,310,386,356
ENSMUSG00000020190.14,Mknk2,3079,2304,11891,3456,6438,3580
ENSMUSG00000020191.12,Spmip7,4,1,10,1,6,2
ENSMUSG00000020193.4,Zpbp,6,4,9,7,7,7
ENSMUSG00000020196.11,Cabin1,893,612,3302,1542,3189,1288
ENSMUSG00000020198.9,Ap3d1,931,761,2850,1812,3238,1647
ENSMUSG00000020205.9,Phlda1,30,36,106,195,266,154
ENSMUSG00000020211.16,Sf3a2,913,715,4250,919,1911,1010
ENSMUSG00000020212.15,Mdm1,311,138,626,468,751,389
ENSMUSG00000020213.7,Glipr1l1,0,1,0,0,1,0
ENSMUSG00000020214.11,Glipr1l2,0,0,0,0,0,0
ENSMUSG00000020216.14,Jsrp1,0,2,5,1,6,2
ENSMUSG00000020218.12,Wif1,2,2,15,1,7,5
ENSMUSG00000020219.8,Timm13,2339,3206,4611,1397,2196,2215
ENSMUSG00000020220.17,Vps13d,399,228,1140,619,1245,627
